Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Starbucks baristas launch strike in US union says,It follows calls from the Workers United union for higher pay and better conditions for Starbucks baristas,BBC Business,2024-12-23T07:23:45.502429,starbucks baristas launch strike u union say . follows call worker united union higher pay better condition starbucks baristas,0.5859,Positive
Volkswagen agrees deal to avoid German plant closures,VW and a union have however agreed to cut more than 35000 jobs across the country by 2030,BBC Business,2024-12-23T07:23:45.502429,volkswagen agrees deal avoid german plant closure . vw union however agreed cut 35000 job across country 2030,-0.1027,Neutral
Musk flexes influence over Congress in shutdown drama,Musk and Trump quickly derailed a stopgap spending bill showing their power before the presidentelect even takes office,BBC Business,2024-12-23T07:23:45.502429,musk flex influence congress shutdown drama . musk trump quickly derailed stopgap spending bill showing power presidentelect even take office,-0.34,Negative
The student who blew whistle on Kenya airport controversy,Nelson Amenya is hailed as a hero in Kenya after sharing details of a plan to lease the main airport,BBC Business,2024-12-23T07:23:45.502429,student blew whistle kenya airport controversy . nelson amenya hailed hero kenya sharing detail plan lease main airport,0.8074,Positive
N Korea hackers stole 13bn of crypto this year report,Some incidents may be linked to North Korean IT workers infiltrating tech firms according to research firm Chainalysis,BBC Business,2024-12-23T07:23:45.502429,n korea hacker stole 13bn crypto year report . incident may linked north korean worker infiltrating tech firm according research firm chainalysis,0.0,Neutral
UK government borrowing lower than expected in November,Public sector borrowing was 112bn last month the lowest November figure since 2021,BBC Business,2024-12-23T07:23:45.502429,uk government borrowing lower expected november . public sector borrowing 112bn last month lowest november figure since 2021,-0.5859,Negative
Amazon hit by strike during holiday season scramble,One of Americas most powerful labour unions is staging a protest against the ecommerce giant,BBC Business,2024-12-23T07:23:45.502429,amazon hit strike holiday season scramble . one america powerful labour union staging protest ecommerce giant,0.5719,Positive
Man convicted for repeatedly lying about inventing Bitcoin,Computer scientist Craig Wright was given a suspended prison sentence for what was described as legal nonsense,BBC Business,2024-12-23T07:23:45.502429,man convicted repeatedly lying inventing bitcoin . computer scientist craig wright given suspended prison sentence described legal nonsense,-0.8934,Negative
Charli XCX Christmas Classics and Childhood Friends The Best Moments from Billie Eilishs LA Homecoming,The 22yearold is in the midst of five soldout shows at the Kia Forum as part of her Hit Me Hard and Soft Tour,Hollywood Reporter,2024-12-23T07:23:45.759723,charli xcx christmas classic childhood friend best moment billie eilishs la homecoming . 22yearold midst five soldout show kia forum part hit hard soft tour,0.4215,Positive
Robbie Williams Forbidden Road Deemed Ineligible at Academy Awards,A letter to the Academys music branch explains that the song from the biopic Better Man has been removed from its shortlist since it incorporates material from an existing song that was not written for this film,Hollywood Reporter,2024-12-23T07:23:45.759723,robbie williams forbidden road deemed ineligible academy award . letter academy music branch explains song biopic better man removed shortlist since incorporates material existing song written film,0.5574,Positive
Lizzo on Facing Sexual Harassment Lawsuit The Wind Was Knocked Out of Me by People I Cared About,During an interview with Keke Palmer on her podcast the singer opened up about facing allegations from three of her former dancers I was very deeply hurt,Hollywood Reporter,2024-12-23T07:23:45.759723,lizzo facing sexual harassment lawsuit wind knocked people cared . interview keke palmer podcast singer opened facing allegation three former dancer deeply hurt,-0.7425,Negative
CEO Shooting Suspect Luigi Mangione Moved to Notorious Facility Housing Diddy as Both Await Trial,The troubled Metropolitan Detention Center in Sunset Park Brooklyn at one point also held Sam BankmanFried Ghislaine Maxwell and R Kelly,Hollywood Reporter,2024-12-23T07:23:45.759723,ceo shooting suspect luigi mangione moved notorious facility housing diddy await trial . troubled metropolitan detention center sunset park brooklyn one point also held sam bankmanfried ghislaine maxwell r kelly,-0.8481,Negative
Spotify Fires Back at Drakes Claim That It Illegally Boosted Streams of Not Like Us,In a new filing Spotify says it found no evidence to substantiate Drakes claim that the streamer and UMG inflated the streams of Lamars diss song aimed at him,Hollywood Reporter,2024-12-23T07:23:45.759723,spotify fire back drake claim illegally boosted stream like u . new filing spotify say found evidence substantiate drake claim streamer umg inflated stream lamars dis song aimed,0.3818,Positive
The Hollywood Reporters 50 Best Photos of 2024,From Pedro Pascal to Glen Powell Angelina Jolie to Selena Gomez here are the best photos by THR photographers this year,Hollywood Reporter,2024-12-23T07:23:45.759723,hollywood reporter 50 best photo 2024. pedro pascal glen powell angelina jolie selena gomez best photo thr photographer year,0.8555,Positive
The Hollywood Reporters Top 24 Stories of 2024,There were many many good options to choose from but here are our choices for THRs standout stories from the past year,Hollywood Reporter,2024-12-23T07:23:45.759723,hollywood reporter top 24 story 2024. many many good option choose choice thrs standout story past year,0.5719,Positive
Beatles Reunite as Paul McCartney Brings Out Ringo Starr for Final Show on Got Back Tour,McCartney brought his Beatles bandmate on to raucous applause before the pair played hits such as Helter Skelter and Sgt Peppers Lonely Hearts Club Band,Hollywood Reporter,2024-12-23T07:23:45.759723,beatles reunite paul mccartney brings ringo starr final show got back tour . mccartney brought beatles bandmate raucous applause pair played hit helter skelter sgt pepper lonely heart club band,0.4019,Positive
SingAlong Version of Wicked Soundtrack Released,The singalong album features the 11 tracks without the lead vocals though the orchestra and background vocals are the same as the soundtrack,Hollywood Reporter,2024-12-23T07:23:45.759723,singalong version wicked soundtrack released . singalong album feature 11 track without lead vocal though orchestra background vocal soundtrack,-0.5267,Negative
Danny Masterson Files Legal Brief Seeking to Overturn His Rape Conviction,The imprisoned former star of That 70s Show and untouchable Scientologist was found guilty of two counts of rape in 2023,Hollywood Reporter,2024-12-23T07:23:45.759723,danny masterson file legal brief seeking overturn rape conviction . imprisoned former star 70 show untouchable scientologist found guilty two count rape 2023,-0.9403,Negative
Punisher Writer Artist Reteam for Indie Revenge Comic Book Were Taking Everyone Down With Us Exclusive,The sixissue series follows an orphaned girl and her dads bodyguard robot,Hollywood Reporter,2024-12-23T07:23:45.759723,punisher writer artist reteam indie revenge comic book taking everyone u exclusive . sixissue series follows orphaned girl dad bodyguard robot,-0.7003,Negative
Justine Bateman Says Cancel Culture Has Become Fing Unbearable,I dont remember a time in my career where there was an absence of criticism of me Bateman told Megyn Kelly during a prerecorded interview that will appear on SiriusXM on Thursday,Hollywood Reporter,2024-12-23T07:23:45.759723,justine bateman say cancel culture become fing unbearable . dont remember time career absence criticism bateman told megyn kelly prerecorded interview appear siriusxm thursday,-0.5994,Negative
Aussie champions bombshell doping ban,The Wimbledon and US Open champion has accepted a voluntary suspension after breaking tennis antidoping regulations,News AU,2024-12-23T07:23:47.538148,aussie champion bombshell doping ban . wimbledon u open champion accepted voluntary suspension breaking tennis antidoping regulation,0.743,Positive
Old school midfielder starring at United,A major reason for Western Uniteds move up the ALeague ladder has been the form of midfielder Angus Thurgate,News AU,2024-12-23T07:23:47.538148,old school midfielder starring united . major reason western uniteds move aleague ladder form midfielder angus thurgate,0.4215,Positive
Aussie stars warning shot to Ashes foe,An Australian star has come into superb batting touch at just the right time as the champion side played its final game before the Ashes,News AU,2024-12-23T07:23:47.538148,aussie star warning shot ash foe . australian star come superb batting touch right time champion side played final game ash,0.7269,Positive
Presenter stuns in seethrough top,A popular Italian football presenter left fans jaws on the floor after covering a highlyanticipated clash in a barely there outfit,News AU,2024-12-23T07:23:47.538148,presenter stuns seethrough top . popular italian football presenter left fan jaw floor covering highlyanticipated clash barely outfit,0.7184,Positive
Curator bats away antiIndia conspiracy talk,The MCG head curator had to respond to an unexpected line of questioning from the visiting media ahead of the Boxing Day Test,News AU,2024-12-23T07:23:47.538148,curator bat away antiindia conspiracy talk . mcg head curator respond unexpected line questioning visiting medium ahead boxing day test,-0.5859,Negative
Glamour couple facing awkward challenge,Katie Boulter and Alex de Minaur will have to put their relationship to the side on New Years Day when Great Britain and Australia face off in the United Cup,News AU,2024-12-23T07:23:47.538148,glamour couple facing awkward challenge . katie boulter alex de minaur put relationship side new year day great britain australia face united cup,0.875,Positive
Foxtel sold in blockbuster 34bn deal,Foxtel has been sold in a blockbuster 34 billion deal set to shake up Australias media and sport landscape,News AU,2024-12-23T07:23:47.538148,foxtel sold blockbuster 34bn deal . foxtel sold blockbuster 34 billion deal set shake australia medium sport landscape,0.7964,Positive
AFL star fighting for life after being crushed,A Brisbane Lions premiership winner is fighting for life in hospital after he was crushed by an excavator at his home,News AU,2024-12-23T07:23:47.538148,afl star fighting life crushed . brisbane lion premiership winner fighting life hospital crushed excavator home,-0.7003,Negative
Sevens star signs deal with NRL club,The Dragons have landed one of Australias best sevens players for the 2025 season,News AU,2024-12-23T07:23:47.538148,seven star sign deal nrl club . dragon landed one australia best seven player 2025 season,0.6369,Positive
Raygun comes clean poster detail says it all,Rachael Raygun Gunn has hit back at claims she was demanding 10000 from a comedian as she tried to put the saga to bed,News AU,2024-12-23T07:23:47.538148,raygun come clean poster detail say . rachael raygun gunn hit back claim demanding 10000 comedian tried put saga bed,0.5267,Positive
Mia Hewitt snags nepo baby job,The daughter of a famous Alist Aussie couple has been seen working a very normal job but theres a famous twist,News AU,2024-12-23T07:23:47.538148,mia hewitt snag nepo baby job . daughter famous alist aussie couple seen working normal job there famous twist,-0.296,Negative
Has a massive injury opened the door for a new Super Bowl favourite,With three weeks left in the NFL season theres a new Super Bowl favourite with a longtime nemesis injured can it turn around years and years of losing,News AU,2024-12-23T07:23:47.538148,massive injury opened door new super bowl favourite . three week left nfl season there new super bowl favourite longtime nemesis injured turn around year year losing,0.1779,Neutral
Superstar goes scorched earth on new format,NBA superstar Kevin Durant did not hold back when asked about the planned changes for this years AllStar Game festivities,News AU,2024-12-23T07:23:47.538148,superstar go scorched earth new format . nba superstar kevin durant hold back asked planned change year allstar game festivity,0.4939,Positive
Piers Morgan leads Postecoglou pileon,Ange Postecoglou is under increasing pressure to keep his job after Tottenham was thrashed by the Premier League leaders,News AU,2024-12-23T07:23:47.538148,pier morgan lead postecoglou pileon . ange postecoglou increasing pressure keep job tottenham thrashed premier league leader,-0.296,Negative
How Aussie star swapped ditchdigging for a lifechanging payday,Sam Goodman freely admits he wasnt cut out to dig ditches Listen to the podcast to hear how he landed a lifechanging world title fight,News AU,2024-12-23T07:23:47.538148,aussie star swapped ditchdigging lifechanging payday . sam goodman freely admits wasnt cut dig ditch listen podcast hear landed lifechanging world title fight,0.5129,Positive
Absolute joke Fans react to Red Bull move,Red Bull Racing has finally made a call over who will replace Sergio Perez and partner Max Verstappen in the 2025 F1 season,News AU,2024-12-23T07:23:47.538148,absolute joke fan react red bull move . red bull racing finally made call replace sergio perez partner max verstappen 2025 f1 season,0.5423,Positive
Shameless Outrage as Red Bull drops axe,Red Bull has finally put a star driver out of his misery but the decision on his replacement has caused a stir across the Formula 1 grid,News AU,2024-12-23T07:23:47.538148,shameless outrage red bull drop axe . red bull finally put star driver misery decision replacement caused stir across formula 1 grid,-0.8979,Negative
Hot Hawks cool Cotton in Wildcats drubbing,The Illawarra Hawks proved why they sit on top of the NBL ladder with a dominant win over the Perth Wildcats on a day where Bryce Cotton was held as Tyler Harvey made history SEE THE HIGHLIGHTS,News AU,2024-12-23T07:23:47.538148,hot hawk cool cotton wildcat drubbing . illawarra hawk proved sit top nbl ladder dominant win perth wildcat day bryce cotton held tyler harvey made history see highlight,0.8519,Positive
Tiger Woods touching reaction to sons ace,Tiger Woods shared a huge hug with his son Charlie after the teenager sunk his first ever holeinone in a fatherson tournament,News AU,2024-12-23T07:23:47.538148,tiger wood touching reaction son ace . tiger wood shared huge hug son charlie teenager sunk first ever holeinone fatherson tournament,0.7783,Positive
Chautauqua of Hong Kong refuses to jump at Pakenham,Stewards will consider the racing future of Global Harmony after the former Hong Kong galloper refused to take part in the last race at Pakenham,News AU,2024-12-23T07:23:47.538148,chautauqua hong kong refuse jump pakenham . steward consider racing future global harmony former hong kong galloper refused take part last race pakenham,-0.1779,Neutral
Rookie Reds prop in Wallabies training squad,An emerging Queensland Reds prop has been included in a 40man Wallabies training squad,News AU,2024-12-23T07:23:47.538148,rookie red prop wallaby training squad . emerging queensland red prop included 40man wallaby training squad,0.0,Neutral
NRL stars heartwarming baby joy,An NRL star has stunned with a huge announcement revealing a new addition to his family in a heartwarming Instagram post,News AU,2024-12-23T07:23:47.538148,nrl star heartwarming baby joy . nrl star stunned huge announcement revealing new addition family heartwarming instagram post,0.8979,Positive
Olympians tragic final moments emerge,Distressing CCTV footage reportedly shows the tragic final moments before Aussie world champ Melissa Hoskins was fatally struck,News AU,2024-12-23T07:23:47.538148,olympian tragic final moment emerge . distressing cctv footage reportedly show tragic final moment aussie world champ melissa hoskins fatally struck,-0.8957,Negative
