Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Toni Vaz NAACP Image Awards Creator Dies at 101,The trailblazer who worked as an actress stuntwoman and extra appeared in more than 50 films and shows like The Singing Nun Tarzan the Ape Man and as Cicely Tysons double in Mission Impossible,Hollywood Reporter,2024-10-14T07:27:02.353698,toni vaz naacp image award creator dy 101. trailblazer worked actress stuntwoman extra appeared 50 film show like singing nun tarzan ape man cicely tyson double mission impossible,0.7184,Positive
HarrisWalz Campaign Partners With Stars Filmmakers and Former Presidents for Video Series,The series features Barack Obama Bill Clinton Doug Emhoff Spike Lee Stevie Wonder Kerry Washington Ava DuVernay Eva Longoria JJ Abrams and more,Hollywood Reporter,2024-10-14T07:27:02.353698,harriswalz campaign partner star filmmaker former president video series . series feature barack obama bill clinton doug emhoff spike lee stevie wonder kerry washington ava duvernay eva longoria jj abrams,0.25,Positive
Nicky Hilton Blows Out Some Candles And Sells Some Minis,The now 41yearold hotel chain heiress celebrated her birthday with a bash in Bel Air where she also unveiled her new clothing collab with Aussie designer Rebecca Vallance,Hollywood Reporter,2024-10-14T07:27:02.353698,nicky hilton blow candle sell mini . 41yearold hotel chain heiress celebrated birthday bash bel air also unveiled new clothing collab aussie designer rebecca vallance,0.5719,Positive
Upgrade Your Cinematic Experience this Festival Season with LG CineBeam Q,This cuttingedge projector brings awardwinning films right to your home,Hollywood Reporter,2024-10-14T07:27:02.353698,upgrade cinematic experience festival season lg cinebeam q. cuttingedge projector brings awardwinning film right home,0.4939,Positive
Ryan Reynolds and Blake Lively Donate 1M to Feeding America for Hurricane Relief,The couples donation for relief efforts comes on the heels of a 5 million gift from one of their closest friends Taylor Swift,Hollywood Reporter,2024-10-14T07:27:02.353698,ryan reynolds blake lively donate 1m feeding america hurricane relief . couple donation relief effort come heel 5 million gift one closest friend taylor swift,0.9432,Positive
Sean Diddy Combs Sex Trafficking Trial Set to Begin in May,The hiphop mogul is accused of directing a vast criminal enterprise through which he assaulted and trafficked women with the help of his various businesses from at least 2008,Hollywood Reporter,2024-10-14T07:27:02.353698,sean diddy comb sex trafficking trial set begin may . hiphop mogul accused directing vast criminal enterprise assaulted trafficked woman help various business least 2008,-0.743,Negative
Ethel Kennedy Social Activist and Widow of Robert F Kennedy Dies at 96,She had been hospitalized after suffering a stroke in her sleep last week her family said,Hollywood Reporter,2024-10-14T07:27:02.353698,ethel kennedy social activist widow robert f kennedy dy 96. hospitalized suffering stroke sleep last week family said,-0.4767,Negative
Rafael Nadal to Retire From Tennis After Davis Cup Finals Next Month,The 22time Grand Slam champion said in his video announcement that recent years have been difficult amid injuries adding I dont think I have been able to play without limitations,Hollywood Reporter,2024-10-14T07:27:02.353698,rafael nadal retire tennis davis cup final next month . 22time grand slam champion said video announcement recent year difficult amid injury adding dont think able play without limitation,-0.0382,Neutral
Sean Diddy Combs Moves to Suppress Evidence of Cassie Assault Video,Lawyers for the hiphop mogul claim that the government leaked footage of Combs beating the singer to secure a grand jury indictment,Hollywood Reporter,2024-10-14T07:27:02.353698,sean diddy comb move suppress evidence cassie assault video . lawyer hiphop mogul claim government leaked footage comb beating singer secure grand jury indictment,-0.5719,Negative
Taylor Swift Donates 5M to Feeding America for Hurricane Relief Org Says,Together we can make a real impact in supporting families as they navigate the challenges ahead the organization said,Hollywood Reporter,2024-10-14T07:27:02.353698,taylor swift donates 5m feeding america hurricane relief org say . together make real impact supporting family navigate challenge ahead organization said,0.7964,Positive
Jarryd Hayne returns to rugby league,Former Parramatta Eels superstar Jarryd Hayne is returning to rugby league for the first time since he was released from jail this year,News AU,2024-10-14T07:27:04.641093,jarryd hayne return rugby league . former parramatta eel superstar jarryd hayne returning rugby league first time since released jail year,0.0,Neutral
Stars bomb leaves Australia in ugly hole,The Australian Test team has been dealt a big blow ahead of the series against India with one call putting them back at square one,News AU,2024-10-14T07:27:04.641093,star bomb leaf australia ugly hole . australian test team dealt big blow ahead series india one call putting back square one,-0.7579,Negative
Without consent Bombshell trade call,An AFL great has called on the league to make a radical change to the trade landscape with a move that would shake things up,News AU,2024-10-14T07:27:04.641093,without consent bombshell trade call . afl great called league make radical change trade landscape move would shake thing,0.4086,Positive
Smith makes final call on opening experiment,After a brief stint as a Test opener Steve Smith has decided where he wants to bat in the blockbuster fivematch series against India,News AU,2024-10-14T07:27:04.641093,smith make final call opening experiment . brief stint test opener steve smith decided want bat blockbuster fivematch series india,0.6369,Positive
Wouldnt go near him AFL star in disarray,An AFL player and his girlfriend have broken a sacrosanct football rule with the stars career plunged into disarray,News AU,2024-10-14T07:27:04.641093,wouldnt go near afl star disarray . afl player girlfriend broken sacrosanct football rule star career plunged disarray,-0.4767,Negative
Disrespectful remark slammed as 80s stuff,Penrith boss Brian Fletcher has moved to defend his divisive comments about Mary Fowler which have been branded disrespectful,News AU,2024-10-14T07:27:04.641093,disrespectful remark slammed 80 stuff . penrith bos brian fletcher moved defend divisive comment mary fowler branded disrespectful,0.0,Neutral
Tomic breaks record in 39minute bloodbath,Forgotten Aussie tennis star Bernard Tomic has made history in disappointing fashion as he continues on the comeback trail,News AU,2024-10-14T07:27:04.641093,tomic break record 39minute bloodbath . forgotten aussie tennis star bernard tomic made history disappointing fashion continues comeback trail,-0.6249,Negative
Bloody long journey Hewitts update on son,Lleyton Hewitt has revealed his excitement at son Cruzs progress ahead of a potential Australian Open return,News AU,2024-10-14T07:27:04.641093,bloody long journey hewitts update son . lleyton hewitt revealed excitement son cruzs progress ahead potential australian open return,0.4767,Positive
Broncos coachs unforgivable act of treason,Michael Maguire has been brutally called out over a gut punch inflicted on an entire state as the real losers of his bombshell move emerge,News AU,2024-10-14T07:27:04.641093,bronco coach unforgivable act treason . michael maguire brutally called gut punch inflicted entire state real loser bombshell move emerge,-0.8834,Negative
Elephant in the room in Grand Final loss,The Sydney Swans have let another golden opportunity slip and theres an inescapable truth their supporters wont want to hear,News AU,2024-10-14T07:27:04.641093,elephant room grand final loss . sydney swan let another golden opportunity slip there inescapable truth supporter wont want hear,0.7703,Positive
Infuriating detail on AFL premiership Cup,Its the trophy every team wants to lift on Grand Final day but one missing detail continues to baffle AFL fans Now its been explained,News AU,2024-10-14T07:27:04.641093,infuriating detail afl premiership cup . trophy every team want lift grand final day one missing detail continues baffle afl fan explained,0.0,Neutral
Bathurst crew winner attacked hospitalised,Bathurst champion Brodie Kostecki has dropped shock news a member of his team has been attacked Police are investigating,News AU,2024-10-14T07:27:04.641093,bathurst crew winner attacked hospitalised . bathurst champion brodie kostecki dropped shock news member team attacked police investigating,0.0258,Neutral
Sick champion still grabs Bathurst pole,Reigning Supercars champion Brodie Kostecki battled illness to claimed Bathurst 1000 pole after a stunning effort in the Shootout,News AU,2024-10-14T07:27:04.641093,sick champion still grab bathurst pole . reigning supercars champion brodie kostecki battled illness claimed bathurst 1000 pole stunning effort shootout,0.4939,Positive
Surprising side of WAGs cancer diagnosis,An AFL WAG battling a horrific bowel cancer diagnosis has shared some of the unexpected side effects of her illness,News AU,2024-10-14T07:27:04.641093,surprising side wag cancer diagnosis . afl wag battling horrific bowel cancer diagnosis shared unexpected side effect illness,-0.9423,Negative
Hollywood icon finds love after wife tragedy,Hollywood hardman Vinnie Jones has spilled the beans on finding love again after the tragic death of his former wife,News AU,2024-10-14T07:27:04.641093,hollywood icon find love wife tragedy . hollywood hardman vinnie jones spilled bean finding love tragic death former wife,-0.4404,Negative
Aussie stars sad reaction to brutal trolls,Bulls guard Josh Giddey has had a devastating response to an Instagram post from his new NBA club that quickly blew up,News AU,2024-10-14T07:27:04.641093,aussie star sad reaction brutal troll . bull guard josh giddey devastating response instagram post new nba club quickly blew,-0.91,Negative
NBA superstar open to shock Boomers switch,Superstar Kyrie Irving who was born in Australia has discussed the shock possibility of joining the Boomers for the LA Olympics,News AU,2024-10-14T07:27:04.641093,nba superstar open shock boomer switch . superstar kyrie irving born australia discussed shock possibility joining boomer la olympics,-0.6369,Negative
Socceroos desperate to flip script,It has been 15 years since the Socceroos have beaten Japan and its a run of outs the Australians are determined to end on Tuesday night,News AU,2024-10-14T07:27:04.641093,socceroos desperate flip script . 15 year since socceroos beaten japan run out australian determined end tuesday night,-0.4019,Negative
ALeague new boys finalise squad,It has taken several months but the ALeagues newest club has finally completed its playing roster just days out from debuting in the competition,News AU,2024-10-14T07:27:04.641093,aleague new boy finalise squad . taken several month aleagues newest club finally completed playing roster day debuting competition,0.2023,Neutral
Grim warning for Tszyu ahead of toughest test of his career,More than a few experts say this will be the toughest fight of Tim Tszyus career with Bakhram Murtazaliev unlike anyone the Australian has ever fought,News AU,2024-10-14T07:27:04.641093,grim warning tszyu ahead toughest test career . expert say toughest fight tim tszyus career bakhram murtazaliev unlike anyone australian ever fought,-0.891,Negative
SA star comes up clutch to win in second playoff hole at WA PGA,It took a second suddendeath playoff hole to split South Australian Jack Buchanan and West Australian Jordan Doull in an epic finish to the WA PGA Championship,News AU,2024-10-14T07:27:04.641093,sa star come clutch win second playoff hole wa pga . took second suddendeath playoff hole split south australian jack buchanan west australian jordan doull epic finish wa pga championship,0.7717,Positive
Barbs fly as massive NBA trade turns spicy,Tensions were high as Donte DiVincenzo had some words for the New York Knicks in a spicy post script to a blockbuster NBA trade,News AU,2024-10-14T07:27:04.641093,barb fly massive nba trade turn spicy . tension high donte divincenzo word new york knicks spicy post script blockbuster nba trade,0.3818,Positive
Im ready Sad sight for NRL lovers,Less than a month after playing in an NRL preliminary final the newest multimilliondollar signing for Australian rugby declared himself ready to wear Wallaby gold,News AU,2024-10-14T07:27:04.641093,im ready sad sight nrl lover . less month playing nrl preliminary final newest multimilliondollar signing australian rugby declared ready wear wallaby gold,0.7369,Positive
Arrest warrant out for exWallabies captain,An international arrest warrant has been issued for a Wallabies captain over his conduct during his time in charge of a French club,News AU,2024-10-14T07:27:04.641093,arrest warrant exwallabies captain . international arrest warrant issued wallaby captain conduct time charge french club,-0.5859,Negative
Faith could bring special result in Coongy Cup,The inform combination of Berkeley Square and apprentice Jaylah Kennedy will chase a special win in Wednesdays Group 3 Coongy Cup at Caulfield,News AU,2024-10-14T07:27:04.641093,faith could bring special result coongy cup . inform combination berkeley square apprentice jaylah kennedy chase special win wednesday group 3 coongy cup caulfield,0.9001,Positive
Teen cyclist dead after horror incident,The cycling community has been rocked with news of an 18yearold dying following a horror incident at the world championships,News AU,2024-10-14T07:27:04.641093,teen cyclist dead horror incident . cycling community rocked news 18yearold dying following horror incident world championship,-0.8689,Negative
