Title,Description,Source,Fetched Date,Combined Text,Score,Sentiment
Nell Smith Flaming Lips Collaborator Dies at 17,We are reminded once again of the power of music and how encouraging it can be to be around people that you love said The Flaming Lips frontman Wayne Coyne,Hollywood Reporter,2024-10-09T07:23:32.740460,nell smith flaming lip collaborator dy 17. reminded power music encouraging around people love said flaming lip frontman wayne coyne,0.8225,Positive
Sydney Sweeney Scarlett Johansson Among Top 10 Celebrities Used for Online Scams,McAfees 2024 US Celebrity Hacker Hotlist runs down the actors whose identities are the most often exploited by cybercriminals for online scams,Hollywood Reporter,2024-10-09T07:23:32.740460,sydney sweeney scarlett johansson among top 10 celebrity used online scam . mcafees 2024 u celebrity hacker hotlist run actor whose identity often exploited cybercriminals online scam,-0.8625,Negative
Jon Stewart Slams Dark MAGA Elon Musks Dangerous Trump Rally Comments Guns Dont Protect Our Free Speech,The Daily Show host excoriated the errant Tesla billionaire for his speech at Donald Trumps rally in Butler Pennsylvania,Hollywood Reporter,2024-10-09T07:23:32.740460,jon stewart slam dark maga elon musk dangerous trump rally comment gun dont protect free speech . daily show host excoriated errant tesla billionaire speech donald trump rally butler pennsylvania,-0.8998,Negative
Sally Field Shares Horrific Story of Illegal Abortion as Reason to Support Kamala Harris We Cant Go Back,The twotime Oscar winner recalled having a family friend take her to Tijuana for the procedure when she found herself pregnant at the age of 17 roughly 60 years ago,Hollywood Reporter,2024-10-09T07:23:32.740460,sally field share horrific story illegal abortion reason support kamala harris cant go back . twotime oscar winner recalled family friend take tijuana procedure found pregnant age 17 roughly 60 year ago,0.4404,Positive
Cissy Houston Whitney Houstons Mother and Grammywinning Singer Dies at 91,The twotime Grammy winner was in the wellknown vocal group the Sweet Inspirations with Doris Troy and her niece Dee Dee Warrick,Hollywood Reporter,2024-10-09T07:23:32.740460,cissy houston whitney houston mother grammywinning singer dy 91. twotime grammy winner wellknown vocal group sweet inspiration doris troy niece dee dee warrick,0.8807,Positive
Luke Bryan Clarifies Comments About Beyoncs CMA Awards Snub Says Tone and Intentions Were Not Negative,Bryan addressed the false narrative of him sharing his thoughts on Beyoncs lack of CMA Awards nominations,Hollywood Reporter,2024-10-09T07:23:32.740460,luke bryan clarifies comment beyoncs cma award snub say tone intention negative . bryan addressed false narrative sharing thought beyoncs lack cma award nomination,0.4404,Positive
BingeWorthy True Crime Wonderys Most Thrilling Podcasts for October,The listeners are screaming their praises for the companys awardwinning true crime podcasts,Hollywood Reporter,2024-10-09T07:23:32.740460,bingeworthy true crime wonderys thrilling podcasts october . listener screaming praise company awardwinning true crime podcasts,0.4019,Positive
White Collar Prison The Musical Comedy Reflecting Americas Political Divide,This musical takes a sharp look at societys double standards where politics crime and satire collide,Hollywood Reporter,2024-10-09T07:23:32.740460,white collar prison musical comedy reflecting america political divide . musical take sharp look society double standard politics crime satire collide,-0.6808,Negative
13 Voices Speak Out on Oct 7 Anniversary for 13 Women Still Held Hostage by Hamas,Andy Cohen Ginnifer Goodwin Debra Messing Mayim Bialik and more appear in a video timed to the oneyear anniversary of Israels deadliest day since the Holocaust,Hollywood Reporter,2024-10-09T07:23:32.740460,13 voice speak oct 7 anniversary 13 woman still held hostage hamas . andy cohen ginnifer goodwin debra messing mayim bialik appear video timed oneyear anniversary israel deadliest day since holocaust,0.0,Neutral
Tom Segura Sets 2025 Dates for Come Together Tour Donates 100K to World Central Kitchen,The popular standup comedian has more than 40 new dates for his tour with stops scheduled at New Yorks Madison Square Garden and Londons OVO Arena Wembley,Hollywood Reporter,2024-10-09T07:23:32.740460,tom segura set 2025 date come together tour donates 100k world central kitchen . popular standup comedian 40 new date tour stop scheduled new york madison square garden london ovo arena wembley,0.4939,Positive
Celine Dion Appears in Sunday Night Football Opening Segment Set to Her Song Its All Coming Back to Me Now,I think my favorite thing about this game is its power to connect who we are to who we were she said in the video which aired before the Dallas Cowboys and Pittsburgh Steelers matchup,Hollywood Reporter,2024-10-09T07:23:32.740460,celine dion appears sunday night football opening segment set song coming back . think favorite thing game power connect said video aired dallas cowboy pittsburgh steelers matchup,0.4588,Positive
Dream come true for Irankunda,Former ALeague prodigy Nestory Irankunda has added incentive to star for the Socceroos against China,News AU,2024-10-09T07:23:33.957473,dream come true irankunda . former aleague prodigy nestory irankunda added incentive star socceroos china,0.743,Positive
Exposed Axed teams fight for 30m,After being shuttered by Rugby Australia and dumped from Super Rugby the Melbourne Rebels have taken this action,News AU,2024-10-09T07:23:33.957473,exposed axed team fight 30m . shuttered rugby australia dumped super rugby melbourne rebel taken action,-0.5574,Negative
Star breaks silence after fleeing country,A former tennis star has spoken out as rumours continue to swirl over why she fled to America after announcing her shock retirement,News AU,2024-10-09T07:23:33.957473,star break silence fleeing country . former tennis star spoken rumour continue swirl fled america announcing shock retirement,-0.3818,Negative
Just so hard Panthers defend WCC call,Theres only one trophy the Panthers havent picked up during their stunning run of NRL premierships and theres a reason why they wont be trying to win it next year,News AU,2024-10-09T07:23:33.957473,hard panther defend wcc call . there one trophy panther havent picked stunning run nrl premiership there reason wont trying win next year,-0.6864,Negative
AFLW players in push for major change,A leading broadcaster says AFLW players are lobbying the league for a radical overhaul of the competition,News AU,2024-10-09T07:23:33.957473,aflw player push major change . leading broadcaster say aflw player lobbying league radical overhaul competition,-0.0772,Neutral
No one trusts you Star torn to shreds,An AFL legend has applied the blowtorch to a wantaway Essendon star as he eyes a blockbuster trade to a third club,News AU,2024-10-09T07:23:33.957473,one trust star torn shred . afl legend applied blowtorch wantaway essendon star eye blockbuster trade third club,0.7351,Positive
Embarrassing Tigers bitter Benji swipe,A Wests Tigers outcast has given the club and coach Benji Marshall a brutal drive by after he was hurt personally,News AU,2024-10-09T07:23:33.957473,embarrassing tiger bitter benji swipe . west tiger outcast given club coach benji marshall brutal drive hurt personally,-0.9169,Negative
Pretty ugly Low score worry at World Cup,Just two venues are being used for the T20 World Cup which means a lot of used pitches in play and thats making things hard for the reigning champs,News AU,2024-10-09T07:23:33.957473,pretty ugly low score worry world cup . two venue used t20 world cup mean lot used pitch play thats making thing hard reigning champ,0.0,Neutral
Quicks big appeal for India series,Five Test matches is a big workload for Australias frontline fast bowlers and a regular backup made a massive opening Sheffield Shield impression,News AU,2024-10-09T07:23:33.957473,quick big appeal india series . five test match big workload australia frontline fast bowler regular backup made massive opening sheffield shield impression,0.2263,Neutral
Tennis star goes nuclear in ugly tirade,An American tennis star has been widely condemned after he launched an expletive outburst at a chair umpire with video going viral,News AU,2024-10-09T07:23:33.957473,tennis star go nuclear ugly tirade . american tennis star widely condemned launched expletive outburst chair umpire video going viral,-0.6908,Negative
Tennis star accidentally sparks racism storm,Spanish tennis star Paula Badosa has been slammed on social media after she was accused of making a racist pose in a restaurant,News AU,2024-10-09T07:23:33.957473,tennis star accidentally spark racism storm . spanish tennis star paula badosa slammed social medium accused making racist pose restaurant,-0.8957,Negative
Broncos coachs unforgivable act of treason,Michael Maguire has been brutally called out over a gut punch inflicted on an entire state as the real losers of his bombshell move emerge,News AU,2024-10-09T07:23:33.957473,bronco coach unforgivable act treason . michael maguire brutally called gut punch inflicted entire state real loser bombshell move emerge,-0.8834,Negative
Elephant in the room in Grand Final loss,The Sydney Swans have let another golden opportunity slip and theres an inescapable truth their supporters wont want to hear,News AU,2024-10-09T07:23:33.957473,elephant room grand final loss . sydney swan let another golden opportunity slip there inescapable truth supporter wont want hear,0.7703,Positive
Infuriating detail on AFL premiership Cup,Its the trophy every team wants to lift on Grand Final day but one missing detail continues to baffle AFL fans Now its been explained,News AU,2024-10-09T07:23:33.957473,infuriating detail afl premiership cup . trophy every team want lift grand final day one missing detail continues baffle afl fan explained,0.0,Neutral
Neurosurgeon dashes Schumacher hopes,A sad update on Michael Schumachers condition has dropped just days after wedding rumours that gave the world hope,News AU,2024-10-09T07:23:33.957473,neurosurgeon dash schumacher hope . sad update michael schumachers condition dropped day wedding rumour gave world hope,0.4019,Positive
Aussies rage over F1 Grand Prix farce,Australian Formula One fans have taken to social media to vent their fury after being hit with a double blow ahead of the 2025 event,News AU,2024-10-09T07:23:33.957473,aussie rage f1 grand prix farce . australian formula one fan taken social medium vent fury hit double blow ahead 2025 event,-0.6908,Negative
Referee cops lifetime ban over sex tape,A female referee has been handed a lifetime ban after allegedly featuring in a sex tape with an official almost three times her age,News AU,2024-10-09T07:23:33.957473,referee cop lifetime ban sex tape . female referee handed lifetime ban allegedly featuring sex tape official almost three time age,-0.802,Negative
Coach sacked security called in wild scene,An NFL coach has been marched out by security in extraordinary scenes with details of the cruel termination leaking out,News AU,2024-10-09T07:23:33.957473,coach sacked security called wild scene . nfl coach marched security extraordinary scene detail cruel termination leaking,0.0,Neutral
Fans all make same joke about age gap pic,Fans have all been making the same joke over a photo detail shared by an NFL icons 24yearold beauty pageant contestant girlfriend,News AU,2024-10-09T07:23:33.957473,fan make joke age gap pic . fan making joke photo detail shared nfl icon 24yearold beauty pageant contestant girlfriend,0.9217,Positive
Star Aussie pair lauded by their peers,The performances of Jackson Irvine and Steph Catley for their clubs and Australia have earnt them awardwinning recognition from their peers,News AU,2024-10-09T07:23:33.957473,star aussie pair lauded peer . performance jackson irvine steph catley club australia earnt awardwinning recognition peer,0.0,Neutral
Watch Incredible moment Tafa found out his opponent pulled out,Junior Tafa had spent the morning talking about how he was going to knock out Chris Barnett without knowing a vicious cyclone had derailed his plans Watch his exclusive reaction to the news here,News AU,2024-10-09T07:23:33.957473,watch incredible moment tafa found opponent pulled . junior tafa spent morning talking going knock chris barnett without knowing vicious cyclone derailed plan watch exclusive reaction news,0.0541,Neutral
Smiths cold reaction to rankings drop,Cameron Smith has stopped worrying about his world ranking as he rakes in massive cash and wins trophies on the LIV tour,News AU,2024-10-09T07:23:33.957473,smith cold reaction ranking drop . cameron smith stopped worrying world ranking rake massive cash win trophy liv tour,-0.1531,Neutral
Reverse trades Top SuperCoach target ruled out,The most traded player in SuperCoach NBL this week will miss both games of his teams round 4 double with injury Get the latest here plus expert trade advice,News AU,2024-10-09T07:23:33.957473,reverse trade top supercoach target ruled . traded player supercoach nbl week miss game team round 4 double injury get latest plus expert trade advice,-0.3818,Negative
Rebels launch 30m case that could cripple Rugby Australia,The Melbourne Rebels have launched a 30 million court case against Rugby Australia to reenter Super Rugby leaving the under fire national body at serious financial risk,News AU,2024-10-09T07:23:33.957473,rebel launch 30m case could cripple rugby australia . melbourne rebel launched 30 million court case rugby australia reenter super rugby leaving fire national body serious financial risk,-0.1531,Neutral
Racing heavyweights endorse The Everests deserved Group 1 status,The Everest and AllStar Mile have been announced as freshlyminted Group 1 races,News AU,2024-10-09T07:23:33.957473,racing heavyweight endorse everest deserved group 1 status . everest allstar mile announced freshlyminted group 1 race,0.3182,Positive
Teen cyclist dead after horror incident,The cycling community has been rocked with news of an 18yearold dying following a horror incident at the world championships,News AU,2024-10-09T07:23:33.957473,teen cyclist dead horror incident . cycling community rocked news 18yearold dying following horror incident world championship,-0.8689,Negative
